0,1,2660.4896634861866
1,0,2660.4896634861866
0,2,2031.1481841567954
2,0,2031.1481841567954
0,3,3019.9098521873557
3,0,3019.9098521873557
0,4,1636.312013875548
4,0,1636.312013875548
0,5,1679.3627239813547
5,0,1679.3627239813547
0,6,1813.7321223700455
6,0,1813.7321223700455
0,7,2645.816664005203
7,0,2645.816664005203
0,8,1824.2556992217374
8,0,1824.2556992217374
0,9,3229.736454423449
9,0,3229.736454423449
0,10,1646.6245758346172
10,0,1646.6245758346172
0,11,1607.2140323415322
11,0,1607.2140323415322
0,12,3556.2073454621577
12,0,3556.2073454621577
0,13,1675.7072519303424
13,0,1675.7072519303424
0,14,1056.125152889476
14,0,1056.125152889476
0,15,706.951211360342
15,0,706.951211360342
0,16,2955.0201486713077
16,0,2955.0201486713077
0,17,3379.749324295961
17,0,3379.749324295961
0,18,3823.715418510191
18,0,3823.715418510191
0,19,1776.6889908648632
19,0,1776.6889908648632
0,20,4103.238840921744
20,0,4103.238840921744
0,21,1925.4293436520165
21,0,1925.4293436520165
0,22,1722.6585172175905
22,0,1722.6585172175905
0,23,2764.938888188287
23,0,2764.938888188287
0,24,2412.1978270932227
24,0,2412.1978270932227
0,25,2699.512434126651
25,0,2699.512434126651
0,26,4052.6887164678205
26,0,4052.6887164678205
0,27,2068.791765967171
27,0,2068.791765967171
0,28,2915.3099264252905
28,0,2915.3099264252905
0,29,1583.5935341761317
29,0,1583.5935341761317
0,30,2115.1178290844755
30,0,2115.1178290844755
0,31,2287.1834546833184
31,0,2287.1834546833184
0,32,1905.914262240817
32,0,1905.914262240817
0,33,3308.8248056631637
33,0,3308.8248056631637
0,34,2778.369655106201
34,0,2778.369655106201
0,35,1658.069742209577
35,0,1658.069742209577
0,36,1564.6150780203707
36,0,1564.6150780203707
0,37,3001.069335905684
37,0,3001.069335905684
0,38,2567.098015659663
38,0,2567.098015659663
0,39,2834.262558269484
39,0,2834.262558269484
0,40,2173.082610765097
40,0,2173.082610765097
0,41,1807.3941287037483
41,0,1807.3941287037483
0,42,1769.8964953496932
42,0,1769.8964953496932
0,43,2080.429343832268
43,0,2080.429343832268
0,44,2121.3663317133955
44,0,2121.3663317133955
0,45,1498.0595292387648
45,0,1498.0595292387648
0,46,4399.819968561209
46,0,4399.819968561209
0,47,1982.422850059771
47,0,1982.422850059771
0,48,3357.9853275018518
48,0,3357.9853275018518
0,49,1382.6646078540073
49,0,1382.6646078540073
0,50,1961.5465626219818
50,0,1961.5465626219818
0,51,2743.2514187383854
51,0,2743.2514187383854
0,52,1406.2839410511992
52,0,1406.2839410511992
0,53,2595.872597753505
53,0,2595.872597753505
0,54,1620.2062485759557
54,0,1620.2062485759557
0,55,1537.7292176746444
55,0,1537.7292176746444
0,56,2096.715953052979
56,0,2096.715953052979
0,57,2924.572152325902
57,0,2924.572152325902
0,58,1672.9965309969666
58,0,1672.9965309969666
0,59,2930.77980431092
59,0,2930.77980431092
1,2,1701.7552398047683
2,1,1701.7552398047683
1,3,687.1039982126479
3,1,687.1039982126479
1,4,1498.2781200927498
4,1,1498.2781200927498
1,5,2021.9849078391678
5,1,2021.9849078391678
1,6,1805.467545425165
6,1,1805.467545425165
1,7,478.93010759442603
7,1,478.93010759442603
1,8,2143.4141606079925
8,1,2143.4141606079925
1,9,408.09753213675657
9,1,408.09753213675657
1,10,2036.1171745446004
10,1,2036.1171745446004
1,11,1315.8037523033665
11,1,1315.8037523033665
1,12,1432.1701254849138
12,1,1432.1701254849138
1,13,1659.613296875085
13,1,1659.613296875085
1,14,1411.6816193764405
14,1,1411.6816193764405
1,15,1505.150127812201
15,1,1505.150127812201
1,16,1329.249945176157
16,1,1329.249945176157
1,17,385.4245193727886
17,1,385.4245193727886
1,18,3111.422550236007
18,1,3111.422550236007
1,19,1457.5887682973853
19,1,1457.5887682973853
1,20,4332.297400342449
20,1,4332.297400342449
1,21,2719.6697376268085
21,1,2719.6697376268085
1,22,2788.820004707825
22,1,2788.820004707825
1,23,3862.609103152235
23,1,3862.609103152235
1,24,2113.19735778197
24,1,2113.19735778197
1,25,3680.103062241612
25,1,3680.103062241612
1,26,2557.6760572837634
26,1,2557.6760572837634
1,27,2718.224372780879
27,1,2718.224372780879
1,28,3182.4815829385216
28,1,3182.4815829385216
1,29,1634.7643233374351
29,1,1634.7643233374351
1,30,2073.1612131797665
30,1,2073.1612131797665
1,31,2941.7586563139744
31,1,2941.7586563139744
1,32,2954.283649883898
32,1,2954.283649883898
1,33,4026.1333984117823
33,1,4026.1333984117823
1,34,2716.018168903965
34,1,2716.018168903965
1,35,2150.175101544789
35,1,2150.175101544789
1,36,1873.953385636632
36,1,1873.953385636632
1,37,2053.918481025266
37,1,2053.918481025266
1,38,1474.2579547960909
38,1,1474.2579547960909
1,39,2234.8653188093463
39,1,2234.8653188093463
1,40,2988.8598068736583
40,1,2988.8598068736583
1,41,2257.4598802853225
41,1,2257.4598802853225
1,42,2941.9286035122
42,1,2941.9286035122
1,43,2622.5564124356865
